txn_id,customer_id,merchant_id,timestamp,amount,payment_method,bank,merchant_vertical,failure_reason_code,customer_instruments,retry_propensity,was_retried_historically,retry_success_obs,risk_score,p_success_retry_soon,p_success_retry_later,p_success_switch_method,p_success_send_link,is_weekend,hour_of_day,day_of_week,day_of_month,amount_log,txn_value_bucket
pay111857,cus1031,mer65,2025-06-07 22:36:00,1949.21,upi,bank_d,ecommerce,upi_server_busy,3,0.8484,1,1.0,0.519,0.9073,0.3254,0.7675,0.4453,1,22,5,7,7.575692338067085,medium
pay119870,cus1320,mer93,2025-02-22 10:45:00,106.63,credit_card,bank_e,ecommerce,insufficient_funds,1,0.5281,1,0.0,0.1074,0.1303,0.4626,0.0,0.5649,1,10,5,22,4.678699419276207,small
pay102827,cus1786,mer31,2025-06-19 19:25:00,3846.02,credit_card,bank_c,subscription_saas,issuer_decline,4,0.3975,1,0.0,0.3977,0.0254,0.224,0.1715,0.1601,0,19,3,19,8.255054101595032,medium
pay103433,cus489,mer79,2025-03-02 15:13:00,14422.68,credit_card,bank_e,utility_bills,bank_server_timeout,1,0.7436,1,1.0,0.4515,0.8771,0.5673,0.0635,0.0592,1,15,6,2,9.576626579390247,large
pay116555,cus3897,mer51,2025-05-15 13:21:00,440.71,upi,bank_b,education_fees,card_expired,4,0.0366,0,,0.0392,0.0,0.129,0.189,0.0688,0,13,3,15,6.090653558146974,small
pay102924,cus955,mer97,2025-03-18 03:26:00,5027.19,upi,bank_i,food_delivery,upi_server_busy,4,0.8582,1,0.0,0.366,0.6405,0.4369,0.7224,0.192,0,3,1,18,8.52281535738122,large
pay111596,cus2931,mer8,2025-04-04 09:27:00,4008.18,upi,bank_a,travel,bank_server_timeout,3,0.8024,1,1.0,0.516,0.8223,0.5181,0.7723,0.2961,0,9,4,4,8.296342010611879,medium
pay111985,cus3689,mer6,2025-06-23 09:48:00,1778.73,upi,bank_j,food_delivery,network_timeout,3,0.786,1,1.0,0.4642,0.8577,0.2349,0.5082,0.2889,0,9,0,23,7.4842169463874795,medium
pay100139,cus3843,mer1,2025-03-20 14:37:00,518.52,upi,bank_e,food_delivery,issuer_decline,4,0.4589,1,0.0,0.1461,0.173,0.2501,0.2313,0.1657,0,14,3,20,6.252905308354536,medium
pay102729,cus117,mer104,2025-03-25 02:40:00,2302.89,netbanking,bank_a,utility_bills,otp_expired,3,0.5208,0,,0.2897,0.167,0.3384,0.2553,0.3677,0,2,1,25,7.74235427762049,medium
pay105551,cus303,mer29,2025-03-05 20:25:00,7442.19,debit_card,bank_a,subscription_saas,card_expired,3,0.0217,0,,0.3532,0.0,0.0052,0.091,0.0,0,20,2,5,8.91505479937522,large
pay104969,cus780,mer22,2025-05-27 19:58:00,600.04,credit_card,bank_h,food_delivery,account_blocked,4,0.0703,0,,0.3548,0.0,0.0,0.0,0.0493,0,19,1,27,6.398661488060905,medium
pay111591,cus1752,mer23,2025-04-23 14:00:00,74.99,upi,bank_i,ecommerce,upi_server_busy,2,0.8914,1,1.0,0.2588,0.6572,0.6513,0.7708,0.5018,0,14,2,23,4.330601752681694,small
pay105156,cus3117,mer85,2025-06-17 05:38:00,15435.93,upi,bank_c,education_fees,insufficient_funds,1,0.5283,0,,0.3798,0.3249,0.4182,0.0895,0.2305,0,5,1,17,9.644517969611737,large
pay100097,cus3259,mer52,2025-05-03 20:23:00,126.32,upi,bank_h,ecommerce,insufficient_funds,3,0.5346,1,0.0,0.2643,0.0502,0.723,0.1595,0.3466,1,20,5,3,4.846703602413892,small
pay109574,cus1491,mer63,2025-05-09 00:43:00,237.74,upi,bank_e,food_delivery,issuer_decline,1,0.3828,1,1.0,0.215,0.396,0.2585,0.0,0.1967,0,0,4,9,5.475375093666893,small
pay104190,cus1803,mer74,2025-03-19 06:10:00,1056.16,credit_card,bank_i,ecommerce,otp_expired,4,0.6116,1,0.0,0.1842,0.5502,0.4032,0.2484,0.3286,0,6,2,19,6.963341346221683,medium
pay107186,cus2412,mer61,2025-03-26 12:55:00,2349.19,netbanking,bank_a,utility_bills,upi_server_busy,4,0.7576,1,1.0,0.2456,0.2279,0.4086,0.547,0.3824,0,12,2,26,7.762251454933764,medium
pay117795,cus3654,mer115,2025-02-24 12:03:00,760.8,credit_card,bank_g,ecommerce,insufficient_funds,2,0.3946,1,0.0,0.1895,0.2574,0.2689,0.3649,0.5552,0,12,0,24,6.6356840540445035,medium
pay104312,cus2704,mer44,2025-03-04 15:28:00,531.93,upi,bank_i,subscription_saas,insufficient_funds,4,0.5284,0,,0.2007,0.0885,0.862,0.0621,0.4901,0,15,1,4,6.27839008345848,medium
pay116941,cus1266,mer57,2025-03-22 15:52:00,256.07,upi,bank_b,food_delivery,bank_server_timeout,2,0.8282,1,0.0,0.2171,0.5531,0.3899,0.6395,0.3149,1,15,5,22,5.549348421349137,small
pay102157,cus64,mer94,2025-04-24 19:07:00,2370.21,upi,bank_i,ecommerce,duplicate_payment_block,2,0.2682,0,,0.2977,0.1284,0.2259,0.0689,0.1761,0,19,3,24,7.771155652366829,medium
pay102424,cus3692,mer54,2025-03-04 17:38:00,273.39,upi,bank_j,ecommerce,insufficient_funds,4,0.4595,1,0.0,0.243,0.4351,0.407,0.0526,0.6079,0,17,1,4,5.614550452038975,small
pay110033,cus275,mer49,2025-04-02 04:16:00,1434.74,debit_card,bank_f,food_delivery,upi_server_busy,1,0.8523,1,1.0,0.264,0.7801,0.2444,0.0,0.5566,0,4,2,2,7.269435674719279,medium
pay109728,cus3618,mer18,2025-06-04 17:08:00,10855.0,debit_card,bank_e,ecommerce,network_timeout,1,0.7965,1,0.0,0.3639,0.4782,0.2731,0.1096,0.3865,0,17,2,4,9.292473201514705,large
pay109985,cus703,mer7,2025-05-07 16:17:00,98.73,credit_card,bank_h,travel,bank_server_timeout,4,0.7543,1,1.0,0.1384,0.6382,0.5271,0.6353,0.488,0,16,2,7,4.602466534413777,small
pay100981,cus939,mer117,2025-05-07 08:39:00,3431.04,upi,bank_h,food_delivery,upi_server_busy,2,0.978,1,0.0,0.311,0.6935,0.5237,0.51,0.4607,0,8,2,7,8.14091011555159,medium
pay101061,cus2805,mer27,2025-05-04 18:43:00,358.09,upi,bank_e,ecommerce,network_timeout,3,0.7314,0,,0.2088,0.5758,0.2466,0.3342,0.3467,1,18,6,4,5.883573053448023,small
pay112858,cus3289,mer48,2025-06-16 22:03:00,50.0,upi,bank_i,utility_bills,bank_server_timeout,2,0.7743,0,,0.0897,0.5576,0.4252,0.7775,0.311,0,22,0,16,3.9318256327243257,small
pay107688,cus1490,mer70,2025-01-08 14:02:00,200.0,upi,bank_g,subscription_saas,card_expired,2,0.156,0,,0.1476,0.0,0.0639,0.1022,0.076,0,14,2,8,5.303304908059076,small
pay102828,cus2887,mer55,2025-04-23 17:53:00,870.02,upi,bank_c,food_delivery,bank_server_timeout,3,0.7991,0,,0.2281,0.6906,0.4123,0.8665,0.3546,0,17,2,23,6.769664938701392,medium
pay107778,cus316,mer61,2025-03-17 21:09:00,1554.32,upi,bank_e,ecommerce,upi_server_busy,4,0.8356,1,0.0,0.233,0.602,0.3899,0.7352,0.6398,0,21,0,17,7.349436591223284,medium
pay107138,cus143,mer51,2025-02-10 09:42:00,3983.01,upi,bank_g,education_fees,insufficient_funds,1,0.5477,1,0.0,0.3161,0.2287,0.6247,0.0,0.4674,0,9,0,10,8.2900441287415,medium
pay108320,cus3762,mer46,2025-04-30 16:50:00,711.7,debit_card,bank_c,food_delivery,upi_server_busy,1,0.8294,1,1.0,0.2116,0.8959,0.4097,0.0,0.3427,0,16,2,30,6.569060574507825,medium
pay103662,cus507,mer97,2025-06-24 06:17:00,424.35,upi,bank_j,education_fees,insufficient_funds,2,0.5951,0,,0.4174,0.4385,0.4058,0.1414,0.419,0,6,1,24,6.052912359421893,small
pay116488,cus1541,mer53,2025-01-06 00:51:00,1295.44,upi,bank_g,education_fees,insufficient_funds,3,0.5052,1,0.0,0.1863,0.2778,0.5711,0.2477,0.2295,0,0,0,6,7.16737732546588,medium
pay114058,cus3454,mer61,2025-06-27 01:25:00,1202.05,netbanking,bank_j,ecommerce,insufficient_funds,1,0.4958,1,0.0,0.3338,0.0237,0.2619,0.0708,0.5039,0,1,4,27,7.092615277870738,medium
pay101681,cus3698,mer94,2025-01-03 05:52:00,365.53,credit_card,bank_c,education_fees,insufficient_funds,3,0.4321,1,0.0,0.1122,0.2259,0.9192,0.0918,0.3094,0,5,4,3,5.90408037336555,small
pay107210,cus3119,mer91,2025-05-20 00:23:00,24655.87,credit_card,bank_f,ecommerce,account_blocked,2,0.0,0,,0.4416,0.0,0.0238,0.0,0.0859,0,0,1,20,10.112810842466255,large
pay114675,cus1818,mer120,2025-03-29 21:15:00,2918.85,upi,bank_i,food_delivery,issuer_decline,2,0.4894,1,1.0,0.8858,0.1899,0.2675,0.0457,0.2652,1,21,5,29,7.979287524079837,medium
pay112810,cus1414,mer9,2025-01-22 05:03:00,420.24,debit_card,bank_a,subscription_saas,issuer_decline,3,0.4719,0,,0.1185,0.3348,0.3296,0.1355,0.0039,0,5,2,22,6.043202742512396,small
pay110008,cus1813,mer100,2025-06-18 22:58:00,50.0,upi,bank_h,education_fees,insufficient_funds,4,0.4589,0,,0.1698,0.2763,0.5665,0.2293,0.4425,0,22,2,18,3.9318256327243257,small
pay101350,cus1759,mer77,2025-01-11 20:27:00,528.6,upi,bank_f,food_delivery,upi_server_busy,4,0.8405,1,1.0,0.176,0.8146,0.347,0.528,0.3415,1,20,5,11,6.272122004622799,medium
pay119538,cus3229,mer86,2025-01-16 07:27:00,759.49,upi,bank_a,food_delivery,insufficient_funds,2,0.4716,1,0.0,0.1511,0.1693,0.7456,0.3205,0.3231,0,7,3,16,6.633962962368977,medium
pay103194,cus3581,mer74,2025-05-14 04:15:00,234.21,upi,bank_g,ecommerce,upi_server_busy,2,0.8755,0,,0.1657,0.7432,0.3985,0.5133,0.3188,0,4,2,14,5.460478732127452,small
pay113076,cus3248,mer24,2025-01-07 05:05:00,2495.04,netbanking,bank_g,utility_bills,issuer_decline,2,0.4143,1,0.0,0.3735,0.1513,0.1346,0.4031,0.0824,0,5,1,7,7.822460755001934,medium
pay102544,cus809,mer81,2025-05-25 22:52:00,399.31,credit_card,bank_e,ecommerce,otp_expired,3,0.5852,1,1.0,0.7704,0.4778,0.5674,0.2547,0.2188,1,22,6,25,5.992239246950553,small
pay104254,cus111,mer67,2025-03-03 12:05:00,677.04,netbanking,bank_a,food_delivery,issuer_decline,1,0.4188,0,,0.2248,0.0,0.0724,0.1157,0.2156,0,12,0,3,6.519206283250285,medium
pay106409,cus1038,mer31,2025-06-17 02:00:00,5657.45,upi,bank_h,travel,bank_server_timeout,1,0.7803,1,1.0,0.4449,0.8245,0.4862,0.0817,0.4079,0,2,1,17,8.64090528210293,large
pay110904,cus2427,mer81,2025-04-03 10:52:00,373.8,upi,bank_i,education_fees,card_expired,4,0.0718,0,,0.0622,0.0,0.0,0.1695,0.0,0,10,3,3,5.926392550364267,small
pay106540,cus3677,mer92,2025-06-18 21:24:00,94.54,upi,bank_c,ecommerce,network_timeout,1,0.7561,1,0.0,0.1762,0.6429,0.0543,0.1512,0.4707,0,21,2,18,4.559545007961816,small
pay107277,cus393,mer57,2025-05-25 19:39:00,212.41,upi,bank_b,subscription_saas,network_timeout,2,0.6728,1,1.0,0.1577,0.5326,0.0256,0.561,0.2893,1,19,6,25,5.3632151981258795,small
pay116157,cus810,mer45,2025-06-26 02:56:00,409.95,upi,bank_a,travel,bank_server_timeout,4,0.8381,0,,0.1456,0.8852,0.5729,0.8671,0.384,0,2,3,26,6.018471552594509,small
pay116543,cus961,mer92,2025-01-29 06:05:00,50.0,upi,bank_d,education_fees,account_blocked,3,0.1444,1,0.0,0.2527,0.0926,0.0,0.0,0.0165,0,6,2,29,3.9318256327243257,small
pay103676,cus1801,mer79,2025-03-07 23:12:00,2076.2,upi,bank_d,education_fees,bank_server_timeout,2,0.7063,1,1.0,0.4171,0.4671,0.4557,0.6495,0.3957,0,23,4,7,7.638776111970164,medium
pay117594,cus1571,mer112,2025-04-16 10:19:00,1327.51,upi,bank_i,food_delivery,upi_server_busy,4,0.8369,0,,0.225,0.639,0.1936,0.7875,0.5085,0,10,2,16,7.191813292457952,medium
pay109708,cus3300,mer75,2025-06-05 09:46:00,50.0,credit_card,bank_c,utility_bills,account_blocked,2,0.0309,0,,0.1693,0.0,0.0,0.0,0.2115,0,9,3,5,3.9318256327243257,small
pay105902,cus3547,mer55,2025-01-17 20:55:00,582.71,netbanking,bank_g,ecommerce,upi_server_busy,3,0.8913,1,1.0,0.1781,0.4615,0.1516,0.563,0.5942,0,20,4,17,6.369404284151394,medium
pay119685,cus1612,mer81,2025-06-29 06:30:00,2259.07,upi,bank_i,food_delivery,issuer_decline,3,0.386,0,,0.2593,0.0,0.0531,0.3315,0.2556,1,6,6,29,7.7231510652379916,medium
pay106509,cus3662,mer84,2025-01-07 17:10:00,212.75,upi,bank_c,subscription_saas,issuer_decline,4,0.4691,0,,0.1236,0.3476,0.2615,0.2345,0.0383,0,17,1,7,5.36480710781687,small
pay116913,cus1605,mer21,2025-06-21 09:29:00,1157.16,netbanking,bank_f,utility_bills,card_expired,1,0.047,0,,0.2597,0.202,0.2689,0.0,0.0,1,9,5,21,7.054587817845788,medium
pay111193,cus3491,mer106,2025-06-14 17:56:00,123.6,upi,bank_i,ecommerce,upi_server_busy,1,0.82,1,1.0,0.1539,0.5428,0.1838,0.1443,0.5556,1,17,5,14,4.825108606353353,small
pay111162,cus631,mer23,2025-04-08 22:18:00,69.86,upi,bank_g,food_delivery,otp_expired,4,0.5736,0,,0.155,0.1574,0.5095,0.2103,0.2161,0,22,1,8,4.260706099437326,small
pay109366,cus2111,mer91,2025-03-03 03:14:00,2773.79,credit_card,bank_f,education_fees,insufficient_funds,2,0.5305,1,0.0,0.3954,0.2278,0.924,0.162,0.3995,0,3,0,3,7.928330347641311,medium
pay100920,cus180,mer118,2025-06-07 02:02:00,597.49,debit_card,bank_e,ecommerce,insufficient_funds,1,0.487,0,,0.217,0.4088,0.4703,0.0725,0.4506,1,2,5,7,6.394409816420679,medium
pay115318,cus3145,mer94,2025-03-20 16:23:00,254.91,upi,bank_i,food_delivery,bank_server_timeout,2,0.7417,1,1.0,0.2066,0.5733,0.6218,0.8313,0.3856,0,16,3,20,5.544825820166979,small
pay113930,cus466,mer92,2025-06-17 17:15:00,1533.29,debit_card,bank_g,education_fees,issuer_decline,3,0.4286,0,,0.1575,0.0,0.0577,0.1347,0.4804,0,17,1,17,7.3358230122997306,medium
pay108444,cus211,mer6,2025-05-15 10:59:00,622.07,upi,bank_c,ecommerce,issuer_decline,2,0.3923,1,0.0,0.8597,0.1686,0.0111,0.2689,0.3478,0,10,3,15,6.434658872026153,medium
pay110316,cus2555,mer90,2025-02-25 12:25:00,185.1,debit_card,bank_f,ecommerce,upi_server_busy,4,0.8452,1,0.0,0.0676,0.7672,0.3939,0.783,0.4246,0,12,1,25,5.226284163648205,small
pay100240,cus3999,mer88,2025-01-26 05:46:00,7447.48,upi,bank_h,utility_bills,insufficient_funds,2,0.4569,1,1.0,0.4708,0.2899,0.798,0.0633,0.2763,1,5,6,26,8.91576526371166,large
pay100203,cus3857,mer33,2025-05-06 22:44:00,388.87,debit_card,bank_e,utility_bills,bank_server_timeout,4,0.843,0,,0.0373,0.7257,0.6356,0.6303,0.0667,0,22,1,6,5.965813350222454,small
pay115334,cus3015,mer53,2025-03-26 20:38:00,82.23,credit_card,bank_e,food_delivery,insufficient_funds,4,0.5337,0,,0.1572,0.086,0.5732,0.2411,0.5206,0,20,2,26,4.421607859758004,small
pay119098,cus2246,mer61,2025-04-03 05:35:00,700.67,upi,bank_b,utility_bills,insufficient_funds,4,0.5015,1,0.0,0.1857,0.3259,0.8781,0.295,0.4874,0,5,3,3,6.553463208030912,medium
pay100826,cus1261,mer36,2025-05-03 12:45:00,380.36,debit_card,bank_d,ecommerce,otp_expired,4,0.6156,1,1.0,0.2864,0.2598,0.2553,0.1569,0.4289,1,12,5,3,5.94374381089657,small
pay103125,cus2999,mer110,2025-06-10 03:51:00,1274.58,debit_card,bank_c,travel,duplicate_payment_block,3,0.3455,1,0.0,0.2682,0.1603,0.2348,0.0,0.0,0,3,1,10,7.151156256116781,medium
pay106963,cus481,mer84,2025-05-07 22:38:00,1567.47,debit_card,bank_a,food_delivery,issuer_decline,1,0.4987,0,,0.3118,0.2797,0.2129,0.0,0.2673,0,22,2,7,7.357855900893785,medium
pay111632,cus87,mer4,2025-02-14 18:24:00,3057.41,debit_card,bank_f,travel,bank_server_timeout,2,0.8092,1,1.0,0.4156,0.4991,0.346,0.5737,0.1406,0,18,4,14,8.025650452060352,medium
pay108705,cus3956,mer90,2025-04-29 01:43:00,337.89,debit_card,bank_c,utility_bills,insufficient_funds,1,0.4847,1,0.0,0.1453,0.2466,0.5823,0.0,0.3693,0,1,1,29,5.825675570948388,small
pay100517,cus3365,mer56,2025-01-12 23:32:00,224.82,debit_card,bank_e,food_delivery,bank_server_timeout,4,0.7886,1,1.0,0.1482,0.9633,0.5605,0.479,0.2633,1,23,6,12,5.419738221752376,small
pay103620,cus2296,mer119,2025-06-29 07:07:00,260.83,debit_card,bank_h,travel,network_timeout,4,0.774,1,1.0,0.1416,0.6924,0.2704,0.508,0.3526,1,7,6,29,5.567695438201781,small
pay109860,cus576,mer102,2025-04-06 06:22:00,516.06,upi,bank_e,travel,insufficient_funds,3,0.4932,1,0.0,0.7978,0.2061,0.4224,0.2909,0.4792,1,6,6,6,6.248158921933274,medium
pay102564,cus2824,mer67,2025-03-21 03:28:00,1674.86,upi,bank_h,travel,insufficient_funds,4,0.414,1,1.0,0.3796,0.2259,0.4956,0.035,0.2938,0,3,4,21,7.424081745333448,medium
pay111623,cus184,mer45,2025-01-14 10:40:00,73.94,netbanking,bank_d,ecommerce,insufficient_funds,3,0.4933,1,0.0,0.2065,0.3296,0.275,0.2735,0.4895,0,10,1,14,4.316687793365541,small
pay107019,cus2545,mer31,2025-02-20 01:17:00,4955.48,debit_card,bank_c,subscription_saas,insufficient_funds,1,0.4638,1,0.0,0.4627,0.047,0.5895,0.0,0.3879,0,1,3,20,8.508451090359394,medium
pay119496,cus483,mer85,2025-05-31 20:16:00,233.58,upi,bank_a,food_delivery,account_blocked,1,0.0961,0,,0.1192,0.0,0.0,0.0491,0.0,1,20,5,31,5.457796681093359,small
pay106079,cus254,mer53,2025-04-25 09:32:00,653.39,upi,bank_e,food_delivery,otp_expired,2,0.5235,1,0.0,0.1774,0.4006,0.3497,0.1396,0.5932,0,9,4,25,6.483703503998185,medium
pay100865,cus228,mer33,2025-05-06 15:53:00,5634.28,upi,bank_g,subscription_saas,bank_server_timeout,3,0.7423,1,1.0,0.3723,1.0,0.2511,0.6307,0.3103,0,15,1,6,8.63680211468039,large
pay106408,cus1327,mer74,2025-04-05 12:00:00,1361.55,upi,bank_j,utility_bills,upi_server_busy,3,0.8452,1,1.0,0.3427,0.8209,0.4171,0.7043,0.2778,1,12,5,5,7.217113223111778,medium
pay113019,cus2215,mer82,2025-04-14 13:32:00,1037.34,credit_card,bank_i,education_fees,insufficient_funds,3,0.4796,0,,0.3072,0.072,0.4991,0.1005,0.3201,0,13,0,14,6.945378563078578,medium
pay107271,cus3486,mer92,2025-01-12 03:01:00,1229.91,upi,bank_g,education_fees,insufficient_funds,1,0.5342,0,,0.183,0.1546,0.649,0.0302,0.2985,1,3,6,12,7.11550901222006,medium
pay117057,cus1776,mer80,2025-05-15 18:52:00,166.56,credit_card,bank_e,utility_bills,insufficient_funds,4,0.406,0,,0.144,0.015,0.3322,0.0,0.5057,0,18,3,15,5.121341496078834,small
pay116109,cus1431,mer82,2025-06-18 11:13:00,100.09,upi,bank_c,education_fees,upi_server_busy,3,0.8219,1,1.0,0.1526,0.6488,0.4801,0.4429,0.3577,0,11,2,18,4.616011209165967,small
pay118415,cus673,mer21,2025-03-16 22:52:00,216.11,debit_card,bank_d,food_delivery,issuer_decline,2,0.5021,1,0.0,0.203,0.2368,0.3274,0.2619,0.1086,1,22,6,16,5.380404137546146,small
pay117982,cus2325,mer85,2025-06-14 13:25:00,1651.49,netbanking,bank_f,travel,insufficient_funds,1,0.5527,0,,0.374,0.2886,0.4591,0.1674,0.3584,1,13,5,14,7.410038520270315,medium
pay112554,cus1523,mer10,2025-04-29 07:16:00,3917.28,upi,bank_d,food_delivery,otp_expired,2,0.6289,0,,0.5736,0.3118,0.4801,0.3064,0.3014,0,7,1,29,8.273408060984162,medium
pay118536,cus3014,mer89,2025-03-30 03:17:00,259.04,netbanking,bank_h,education_fees,issuer_decline,2,0.4846,0,,0.1112,0.1658,0.1373,0.0,0.1114,1,3,6,30,5.560835465336268,small
pay116095,cus3839,mer59,2025-06-26 00:58:00,474.93,credit_card,bank_h,education_fees,otp_expired,3,0.5438,1,0.0,0.7969,0.4634,0.5335,0.0366,0.4735,0,0,3,26,6.165270784593681,small
pay103872,cus2363,mer26,2025-06-05 15:36:00,848.13,credit_card,bank_b,food_delivery,insufficient_funds,3,0.5087,1,0.0,0.215,0.2793,0.8648,0.1705,0.2494,0,15,3,5,6.744212295908674,medium
pay105811,cus2072,mer113,2025-04-27 18:43:00,1397.73,upi,bank_d,subscription_saas,issuer_decline,4,0.4415,0,,0.3834,0.2929,0.1855,0.2782,0.1678,1,18,6,27,7.243319961043125,medium
pay116623,cus2235,mer97,2025-02-26 21:49:00,1045.5,upi,bank_a,food_delivery,card_expired,4,0.0903,0,,0.201,0.0,0.0,0.1215,0.0,0,21,2,26,6.953206541886054,medium
pay103927,cus2791,mer98,2025-01-28 15:28:00,4856.12,debit_card,bank_d,subscription_saas,bank_server_timeout,2,0.7377,1,1.0,0.5146,0.8459,0.5597,0.71,0.4033,0,15,1,28,8.48820094864956,medium
pay115276,cus2371,mer66,2025-04-10 12:54:00,281.1,credit_card,bank_c,education_fees,issuer_decline,2,0.4226,1,1.0,0.1407,0.2467,0.2422,0.0,0.0,0,12,3,10,5.642261618007951,small
pay102925,cus2318,mer66,2025-02-02 21:44:00,1725.77,debit_card,bank_h,utility_bills,bank_server_timeout,3,0.8102,1,0.0,0.2762,0.5274,0.2486,0.7632,0.3353,1,21,6,2,7.454007890354591,medium
pay105030,cus2827,mer44,2025-02-27 02:02:00,76.09,upi,bank_j,utility_bills,otp_expired,1,0.4854,0,,0.356,0.4862,0.3331,0.0632,0.4369,0,2,3,27,4.344973570471171,small
pay118125,cus3800,mer112,2025-03-28 01:42:00,1143.14,credit_card,bank_j,utility_bills,bank_server_timeout,3,0.8096,1,1.0,0.3513,0.6912,0.3963,0.7199,0.469,0,1,4,28,7.0424085420745905,medium
pay108124,cus3353,mer40,2025-05-16 12:37:00,11040.42,upi,bank_i,food_delivery,account_blocked,1,0.0717,0,,0.4214,0.0843,0.0,0.0,0.1832,0,12,4,16,9.30940893474824,large
pay114606,cus146,mer33,2025-06-16 21:14:00,1556.11,upi,bank_g,subscription_saas,card_expired,4,0.0,0,,0.3341,0.0,0.0,0.0103,0.1684,0,21,0,16,7.350586818021863,medium
pay101519,cus3523,mer96,2025-03-24 22:31:00,392.01,upi,bank_i,food_delivery,upi_server_busy,1,0.8462,1,1.0,0.1838,0.9326,0.4151,0.0,0.3683,0,22,0,24,5.973835056838156,small
pay110428,cus3263,mer82,2025-02-27 13:55:00,652.34,upi,bank_c,food_delivery,network_timeout,4,0.7376,0,,0.186,0.4918,0.1917,0.2917,0.4015,0,13,3,27,6.482097667586024,medium
pay116618,cus1048,mer28,2025-01-19 00:32:00,723.09,debit_card,bank_a,utility_bills,insufficient_funds,4,0.5576,0,,0.1367,0.2948,0.2905,0.0652,0.2006,1,0,6,19,6.584915694052209,medium
pay119909,cus2440,mer28,2025-04-22 12:03:00,2448.04,upi,bank_i,food_delivery,network_timeout,4,0.6969,1,1.0,0.354,0.2904,0.2281,0.3934,0.4147,0,12,1,22,7.803451390016006,medium
pay105502,cus207,mer17,2025-01-07 07:32:00,948.92,netbanking,bank_f,travel,otp_expired,2,0.6063,1,1.0,0.9021,0.1904,0.4015,0.0837,0.2538,0,7,1,7,6.856377770522365,medium
pay106214,cus25,mer52,2025-05-08 21:14:00,5983.94,debit_card,bank_j,ecommerce,insufficient_funds,4,0.4556,0,,0.5598,0.3012,0.2892,0.1339,0.4011,0,21,3,8,8.697001592879166,large
pay106363,cus2913,mer22,2025-02-16 07:40:00,1001.18,upi,bank_i,subscription_saas,otp_expired,1,0.6025,0,,0.2626,0.4947,0.6216,0.2303,0.207,1,7,6,16,6.909932906229911,medium
pay116155,cus325,mer55,2025-02-13 15:43:00,428.61,debit_card,bank_h,education_fees,insufficient_funds,4,0.556,0,,0.1898,0.3964,0.5657,0.1368,0.4317,0,15,3,13,6.062877820391151,small
pay107513,cus3652,mer18,2025-02-17 02:21:00,794.33,debit_card,bank_e,subscription_saas,otp_expired,3,0.6239,1,0.0,0.2043,0.7113,0.4122,0.0759,0.3532,0,2,0,17,6.678757122866132,medium
pay109044,cus1561,mer70,2025-06-22 12:57:00,767.27,credit_card,bank_d,utility_bills,bank_server_timeout,1,0.7643,1,0.0,0.4271,0.4895,0.2733,0.0918,0.3432,1,12,6,22,6.644141233864056,medium
pay108451,cus1594,mer38,2025-06-07 02:17:00,1023.96,debit_card,bank_e,food_delivery,insufficient_funds,3,0.4653,1,1.0,0.2094,0.3174,0.795,0.0761,0.3864,1,2,5,7,6.9324088664207935,medium
pay112370,cus2080,mer40,2025-01-16 21:19:00,117.39,upi,bank_f,ecommerce,upi_server_busy,4,0.8366,1,1.0,0.2099,0.6585,0.3906,0.6843,0.3694,0,21,3,16,4.773984259423544,small
pay116669,cus223,mer29,2025-02-08 06:53:00,482.26,debit_card,bank_e,food_delivery,upi_server_busy,3,0.8599,1,1.0,0.1304,0.8307,0.3511,0.7446,0.333,1,6,5,8,6.180554811097308,small
pay119373,cus1722,mer88,2025-05-11 14:26:00,1628.6,upi,bank_h,travel,upi_server_busy,3,0.7729,1,1.0,0.3119,0.9706,0.5778,0.9649,0.4626,1,14,6,11,7.396089864912596,medium
pay110041,cus2690,mer34,2025-06-15 12:08:00,622.25,netbanking,bank_d,ecommerce,issuer_decline,3,0.4484,0,,0.2804,0.2181,0.1002,0.4677,0.0945,1,12,6,15,6.434947722403667,medium
pay101954,cus3101,mer63,2025-06-24 18:30:00,478.22,debit_card,bank_e,ecommerce,insufficient_funds,1,0.5108,1,0.0,0.2325,0.3056,0.4105,0.0,0.3058,0,18,1,24,6.172159782157353,small
pay113676,cus1210,mer85,2025-03-04 16:20:00,5754.77,upi,bank_f,food_delivery,otp_expired,4,0.641,1,1.0,0.4484,0.5382,0.337,0.2286,0.3075,0,16,1,4,8.657958108904527,large
pay115311,cus3082,mer107,2025-05-18 02:49:00,11143.02,upi,bank_h,travel,bank_server_timeout,2,0.806,1,1.0,0.4636,0.604,0.444,0.7942,0.5489,1,2,6,18,9.318658310145755,large
pay100050,cus212,mer23,2025-05-17 18:46:00,402.09,upi,bank_a,travel,otp_expired,1,0.6339,1,1.0,0.1925,0.2572,0.288,0.0503,0.6021,1,18,5,17,5.999159862075388,small
pay111285,cus1325,mer10,2025-05-22 02:41:00,2362.13,debit_card,bank_j,food_delivery,network_timeout,2,0.7572,1,1.0,0.4856,0.7827,0.2307,0.5704,0.3963,0,2,3,22,7.767742290485328,medium
pay104856,cus455,mer118,2025-06-02 06:35:00,121.38,upi,bank_b,ecommerce,insufficient_funds,3,0.4946,0,,0.1395,0.3074,0.6093,0.2614,0.3145,0,6,0,2,4.807130958034395,small
